customer_id,outstanding_amount,current_utilization,min_due,payment_day,days_to_payment,existing_emi_count,past_emi_conversions,emi_eligible,max_emi_tenure
C17113,1073,0.2,53,1,8,1,1,false,3
C17114,16984,7.4,849,20,27,0,0,true,3
C17115,1754,3.2,87,5,12,1,1,false,3
C17116,0,0.0,0,15,22,0,2,false,3
C17117,2564,0.3,128,1,8,0,0,false,3
C17118,53080,17.7,2654,1,8,0,0,true,9
C17119,0,0.0,0,20,27,1,2,false,3
C17120,3378,1.5,168,1,8,0,3,false,3
C17121,3593,1.0,179,1,8,1,0,false,3
C17122,1328,0.3,66,1,8,2,0,false,3
C17123,26365,4.0,1318,10,17,1,0,true,6
C17124,33890,18.3,1694,5,12,0,3,true,9
C17125,69323,66.0,3466,1,8,0,2,true,9
C17126,158427,90.5,7921,15,22,0,2,true,12
C17127,929332,94.8,46466,20,27,3,0,true,12
C17128,7242,4.3,362,15,22,1,1,false,3
C17129,44022,9.7,2201,1,8,0,0,true,9
C17130,0,0.0,0,15,22,0,1,false,3
C17131,0,0.0,0,20,27,0,1,false,3
C17132,0,0.0,0,20,27,1,0,false,3
C17133,10159,16.9,507,10,17,1,2,false,9
C17134,0,0.0,0,20,27,0,0,false,3
C17135,211310,84.5,10565,1,8,0,1,true,12
C17136,71250,95.0,3562,20,27,3,0,true,12
C17137,0,0.0,0,15,22,3,0,false,3
C17138,33,0.0,1,15,22,1,0,false,3
C17139,0,0.0,0,1,8,3,0,false,3
C17140,0,0.0,0,1,8,1,0,false,3
C17141,19363,9.9,968,1,8,0,0,true,3
C17142,0,0.0,0,20,27,0,0,false,3
C17143,0,0.0,0,1,8,1,1,false,3
C17144,0,0.0,0,15,22,1,1,false,3
C17145,0,0.0,0,5,12,0,2,false,3
C17146,71846,33.4,3592,20,27,0,0,true,12
C17147,61754,6.9,3087,15,22,1,0,true,12
C17148,27689,92.3,1384,10,17,0,0,true,9
C17149,0,0.0,0,10,17,3,0,false,3
C17150,0,0.0,0,20,27,1,0,false,3
C17151,0,0.0,0,5,12,0,3,false,3
C17152,0,0.0,0,5,12,0,0,false,3
C17153,1041,0.9,52,1,8,0,1,false,3
C17154,56469,66.4,2823,10,17,0,3,false,9
C17155,18799,41.8,939,1,8,1,0,true,6
C17156,0,0.0,0,1,8,0,0,false,3
C17157,1885,0.2,94,1,8,0,1,false,3
C17158,39568,16.8,1978,1,8,1,0,true,6
C17159,41620,69.4,2081,20,27,1,0,true,6
C17160,23784,18.3,1189,1,8,2,0,false,9
C17161,29207,11.2,1460,20,27,0,3,true,12
C17162,16397,7.5,819,5,12,0,0,true,6
C17163,55956,6.6,2797,5,12,1,3,true,9
C17164,211,0.5,10,20,27,1,2,false,3
C17165,3837,6.4,191,1,8,0,2,false,3
C17166,0,0.0,0,15,22,3,0,false,3
C17167,178,0.1,8,15,22,0,3,false,3
C17168,78657,82.8,3932,1,8,1,0,true,12
C17169,2397,0.3,119,20,27,1,0,false,3
C17170,66637,23.4,3331,15,22,0,0,true,12
C17171,4170,7.0,208,1,8,0,0,false,3
C17172,0,0.0,0,1,8,0,0,false,3
C17173,0,0.0,0,10,17,0,0,false,3
C17174,0,0.0,0,1,8,2,0,false,3
C17175,0,0.0,0,1,8,0,2,false,3
C17176,28500,95.0,1425,1,8,0,0,true,6
C17177,0,0.0,0,10,17,0,0,false,3
C17178,59855,20.6,2992,10,17,2,1,true,9
C17179,0,0.0,0,1,8,1,2,false,3
C17180,0,0.0,0,5,12,0,1,false,3
C17181,57,0.1,2,15,22,0,1,false,3
C17182,42750,95.0,2137,5,12,2,3,true,6
C17183,0,0.0,0,20,27,0,0,false,3
C17184,150344,79.1,7517,5,12,3,3,true,12
C17185,0,0.0,0,1,8,0,3,false,3
C17186,21863,87.5,1093,1,8,1,1,false,6
C17187,13398,19.1,669,5,12,1,3,true,6
C17188,9123,3.4,456,20,27,0,0,false,3
C17189,3447,1.5,172,20,27,1,2,false,3
C17190,61750,95.0,3087,1,8,1,0,true,12
C17191,0,0.0,0,5,12,1,2,false,3
C17192,0,0.0,0,1,8,2,0,false,3
C17193,42750,95.0,2137,5,12,0,1,true,9
C17194,69731,24.0,3486,5,12,0,0,true,9
C17195,84022,42.0,4201,1,8,1,0,true,12
C17196,0,0.0,0,20,27,0,0,false,3
C17197,300021,40.0,15001,5,12,0,0,true,12
C17198,109121,45.5,5456,10,17,0,2,true,12
C17199,0,0.0,0,10,17,1,0,false,3
C17200,57000,95.0,2850,5,12,2,0,true,9
C17201,0,0.0,0,10,17,1,1,false,3
C17202,0,0.0,0,5,12,2,1,false,3
C17203,45316,6.3,2265,5,12,1,0,true,6
C17204,1418,0.1,70,10,17,0,0,false,3
C17205,1551,0.6,77,1,8,0,0,false,3
C17206,0,0.0,0,20,27,1,3,false,3
C17207,0,0.0,0,20,27,0,0,false,3
C17208,4945,8.2,247,20,27,0,0,false,3
C17209,28500,95.0,1425,1,8,2,0,true,6
C17210,40111,42.2,2005,20,27,1,3,true,6
C17211,47500,95.0,2375,1,8,0,3,true,6
C17212,13954,2.4,697,10,17,0,2,true,3
C17213,52,0.0,2,5,12,2,3,false,3
C17214,16848,8.6,842,10,17,1,0,true,3
C17215,0,0.0,0,20,27,0,2,false,3
C17216,0,0.0,0,10,17,1,3,false,3
C17217,0,0.0,0,5,12,0,3,false,3
C17218,40917,34.1,2045,20,27,0,0,true,6
C17219,0,0.0,0,5,12,0,1,false,3
C17220,3457,0.5,172,15,22,1,0,false,3
C17221,1321,0.3,66,20,27,0,3,false,3
C17222,0,0.0,0,5,12,0,0,false,3
C17223,273,0.3,13,5,12,1,3,false,3
C17224,0,0.0,0,1,8,0,0,false,3
C17225,0,0.0,0,1,8,2,1,false,3
C17226,0,0.0,0,20,27,0,0,false,3
C17227,28500,95.0,1425,5,12,1,1,true,9
C17228,61750,95.0,3087,1,8,0,0,false,9
C17229,68456,40.3,3422,15,22,1,3,true,12
C17230,18847,6.0,942,5,12,0,1,true,6
C17231,33575,56.0,1678,10,17,0,1,false,9
C17232,2771,1.3,138,5,12,0,0,false,3
C17233,1072,1.4,53,20,27,2,2,false,3
C17234,81863,60.6,4093,1,8,0,1,true,12
C17235,4675,4.7,233,1,8,0,1,false,3
C17236,0,0.0,0,5,12,0,0,false,3
C17237,0,0.0,0,10,17,0,0,false,3
C17238,0,0.0,0,20,27,1,2,false,3
C17239,0,0.0,0,15,22,1,0,false,3
C17240,0,0.0,0,5,12,0,0,false,3
C17241,21404,38.9,1070,1,8,1,1,true,3
C17242,0,0.0,0,20,27,0,3,false,3
C17243,62481,15.2,3124,5,12,1,0,true,12
C17244,0,0.0,0,1,8,1,3,false,3
C17245,0,0.0,0,15,22,0,1,false,3
C17246,0,0.0,0,20,27,0,1,false,3
C17247,0,0.0,0,15,22,0,0,false,3
C17248,0,0.0,0,5,12,1,0,false,3
C17249,90617,86.3,4530,15,22,0,1,true,12
C17250,13809,4.8,690,5,12,1,0,true,9
C17251,0,0.0,0,5,12,1,1,false,3
C17252,1650,0.6,82,10,17,0,2,false,3
C17253,15053,6.4,752,10,17,0,0,true,6
C17254,0,0.0,0,15,22,3,3,false,3
C17255,4599,5.7,229,10,17,0,0,false,3
C17256,4493,1.2,224,5,12,1,0,false,3
C17257,0,0.0,0,10,17,0,2,false,3
C17258,159789,94.0,7989,1,8,0,1,true,12
C17259,0,0.0,0,1,8,2,2,false,3
C17260,0,0.0,0,1,8,0,1,false,3
C17261,51140,31.0,2557,20,27,2,0,true,9
C17262,0,0.0,0,1,8,0,2,false,3
C17263,369495,44.8,18474,10,17,0,0,true,12
C17264,168534,82.2,8426,1,8,2,0,true,12
C17265,0,0.0,0,1,8,1,0,false,3
C17266,1911,0.7,95,1,8,0,1,false,3
C17267,72931,17.2,3646,15,22,0,2,true,9
C17268,0,0.0,0,20,27,0,3,false,3
C17269,2426,2.9,121,5,12,0,2,false,3
C17270,85500,95.0,4275,10,17,1,0,true,9
C17271,15159,9.5,757,10,17,0,1,true,3
C17272,9170,9.2,458,15,22,1,3,false,3
C17273,0,0.0,0,10,17,0,0,false,3
C17274,1465,0.4,73,15,22,2,0,false,3
C17275,81153,10.3,4057,5,12,0,0,true,9
C17276,8380,1.7,419,10,17,0,3,false,3
C17277,0,0.0,0,5,12,0,1,false,3
C17278,0,0.0,0,1,8,0,2,false,3
C17279,71405,33.2,3570,20,27,0,3,true,12
C17280,0,0.0,0,10,17,0,1,false,3
C17281,0,0.0,0,10,17,0,3,false,3
C17282,41436,23.0,2071,5,12,1,0,true,6
C17283,8891,0.9,444,1,8,0,3,false,3
C17284,28716,17.4,1435,20,27,0,1,true,9
C17285,0,0.0,0,1,8,0,0,false,3
C17286,1616,3.6,80,10,17,1,0,false,3
C17287,33250,95.0,1662,5,12,0,0,true,6
C17288,3375,2.8,168,15,22,0,0,false,3
C17289,1946,3.2,97,5,12,2,3,false,3
C17290,650,0.4,32,1,8,0,0,false,3
C17291,0,0.0,0,5,12,0,1,false,3
C17292,0,0.0,0,1,8,0,0,false,3
C17293,0,0.0,0,10,17,0,3,false,3
C17294,0,0.0,0,10,17,0,0,false,3
C17295,223090,89.2,11154,5,12,0,0,true,12
C17296,0,0.0,0,5,12,0,1,false,3
C17297,0,0.0,0,20,27,1,1,false,3
C17298,0,0.0,0,15,22,2,2,false,3
C17299,53952,6.5,2697,15,22,0,1,true,12
C17300,3529,3.9,176,5,12,1,1,false,3
C17301,47500,95.0,2375,1,8,0,0,true,12
C17302,0,0.0,0,15,22,1,0,false,3
C17303,142500,95.0,7125,10,17,0,1,true,12
C17304,5694,3.7,284,10,17,0,3,false,3
C17305,12908,5.7,645,10,17,1,1,true,3
C17306,1240,2.5,62,5,12,0,0,false,3
C17307,0,0.0,0,1,8,1,0,false,3
C17308,45407,25.9,2270,10,17,2,2,true,9
C17309,3466,5.8,173,1,8,0,3,false,3
C17310,6514,6.9,325,5,12,0,0,false,3
C17311,0,0.0,0,1,8,0,0,false,3
C17312,0,0.0,0,5,12,0,3,false,3
C17313,3373,2.6,168,5,12,0,1,false,3
C17314,0,0.0,0,15,22,1,2,false,3
C17315,23970,3.1,1198,20,27,0,2,true,3
C17316,0,0.0,0,1,8,1,1,false,3
C17317,174,0.0,8,5,12,0,0,false,3
C17318,0,0.0,0,1,8,0,0,false,3
C17319,0,0.0,0,20,27,3,0,false,3
C17320,49001,61.3,2450,1,8,0,0,true,12
C17321,30604,3.1,1530,5,12,3,3,true,12
C17322,0,0.0,0,20,27,0,3,false,3
C17323,5488,12.2,274,1,8,2,0,false,3
C17324,97936,10.4,4896,5,12,0,1,false,12
C17325,43035,18.7,2151,1,8,0,2,true,6
C17326,2591,8.6,129,1,8,1,0,false,3
C17327,0,0.0,0,5,12,0,0,false,3
C17328,3446,1.6,172,20,27,0,0,false,3
C17329,0,0.0,0,20,27,1,0,false,3
C17330,0,0.0,0,5,12,3,2,false,3
C17331,13657,7.8,682,5,12,0,3,true,3
C17332,0,0.0,0,15,22,1,2,false,3
C17333,0,0.0,0,10,17,0,0,false,3
C17334,52250,95.0,2612,15,22,1,2,true,12
C17335,73086,30.5,3654,15,22,2,0,true,9
C17336,42750,95.0,2137,15,22,0,0,true,12
C17337,10884,1.8,544,15,22,0,2,true,3
C17338,0,0.0,0,20,27,0,3,false,3
C17339,0,0.0,0,5,12,1,0,false,3
C17340,55549,29.2,2777,20,27,1,0,true,9
C17341,0,0.0,0,10,17,0,0,false,3
C17342,0,0.0,0,10,17,0,0,false,3
C17343,0,0.0,0,1,8,0,1,false,3
C17344,42750,95.0,2137,1,8,0,0,true,9
C17345,497,1.4,24,20,27,0,0,false,3
C17346,2832,3.5,141,1,8,0,0,false,3
C17347,0,0.0,0,1,8,1,3,false,3
C17348,59703,26.0,2985,5,12,0,3,true,12
C17349,0,0.0,0,10,17,0,0,false,3
C17350,11730,1.2,586,20,27,0,0,true,3
C17351,1527,1.2,76,5,12,1,2,false,3
C17352,0,0.0,0,10,17,0,2,false,3
C17353,57000,95.0,2850,1,8,0,1,true,9
C17354,0,0.0,0,10,17,0,2,false,3
C17355,90250,95.0,4512,10,17,0,1,true,12
C17356,9679,38.7,483,20,27,2,0,false,3
C17357,4682,15.6,234,1,8,0,0,false,3
C17358,0,0.0,0,1,8,0,0,false,3
C17359,0,0.0,0,5,12,0,3,false,3
C17360,16397,36.4,819,5,12,0,0,true,6
C17361,0,0.0,0,10,17,0,0,false,3
C17362,0,0.0,0,1,8,0,0,false,3
C17363,4102,4.1,205,15,22,1,0,false,3
C17364,0,0.0,0,10,17,0,0,false,3
C17365,28500,95.0,1425,10,17,1,2,true,6
C17366,0,0.0,0,15,22,0,2,false,3
C17367,38000,95.0,1900,15,22,0,1,true,9
C17368,0,0.0,0,1,8,0,0,false,3
C17369,50914,16.7,2545,1,8,1,0,true,9
C17370,217381,75.0,10869,20,27,0,0,true,12
C17371,0,0.0,0,1,8,1,0,false,3
C17372,7837,13.1,391,20,27,0,0,false,3
C17373,203023,84.6,10151,5,12,3,3,true,12
C17374,8859,4.5,442,5,12,0,1,false,3
C17375,0,0.0,0,15,22,0,2,false,3
C17376,0,0.0,0,10,17,0,1,false,3
C17377,0,0.0,0,20,27,2,2,false,3
C17378,0,0.0,0,1,8,0,0,false,3
C17379,28500,95.0,1425,5,12,1,0,true,6
C17380,75361,88.7,3768,10,17,0,3,true,9
C17381,0,0.0,0,5,12,2,0,false,3
C17382,0,0.0,0,1,8,0,1,false,3
C17383,42750,95.0,2137,20,27,0,2,true,6
C17384,76639,90.2,3831,10,17,0,1,true,12
C17385,8413,7.0,420,15,22,1,2,false,3
C17386,122478,54.4,6123,1,8,0,0,true,12
C17387,0,0.0,0,20,27,1,0,false,3
C17388,0,0.0,0,1,8,1,1,false,3
C17389,28637,57.3,1431,20,27,3,1,true,6
C17390,0,0.0,0,5,12,0,1,false,3
C17391,8850,9.3,442,20,27,0,2,false,3
C17392,65239,32.6,3261,1,8,0,1,true,12
C17393,0,0.0,0,15,22,0,0,false,3
C17394,71250,95.0,3562,10,17,1,0,true,12
C17395,0,0.0,0,15,22,0,0,false,3
C17396,25067,27.9,1253,5,12,2,3,true,9
C17397,69213,25.6,3460,1,8,0,1,true,12
C17398,74550,11.4,3727,1,8,0,0,true,12
C17399,17218,6.3,860,10,17,3,1,true,3
C17400,547,0.2,27,15,22,1,1,false,3
C17401,27222,54.4,1361,1,8,0,2,true,6
C17402,0,0.0,0,1,8,0,0,false,3
C17403,74635,82.9,3731,15,22,1,3,true,12
C17404,0,0.0,0,5,12,2,0,false,3
C17405,21064,21.1,1053,5,12,1,3,true,6
C17406,52465,19.8,2623,5,12,1,0,true,12
C17407,0,0.0,0,5,12,0,3,false,3
C17408,0,0.0,0,10,17,0,1,false,3
C17409,63269,15.1,3163,5,12,1,2,true,12
C17410,35562,88.9,1778,1,8,1,0,true,6
C17411,6282,20.9,314,20,27,3,0,false,3
C17412,0,0.0,0,1,8,0,1,false,3
C17413,79297,93.3,3964,1,8,0,0,true,12
C17414,0,0.0,0,1,8,0,3,false,3
C17415,122417,28.1,6120,20,27,0,0,true,12
C17416,0,0.0,0,5,12,0,0,false,3
C17417,0,0.0,0,15,22,1,1,false,3
C17418,0,0.0,0,20,27,0,1,false,3
C17419,0,0.0,0,1,8,1,0,false,3
C17420,0,0.0,0,10,17,0,1,false,3
C17421,0,0.0,0,10,17,0,1,false,3
C17422,0,0.0,0,20,27,0,1,false,3
C17423,0,0.0,0,1,8,2,0,false,3
C17424,99750,95.0,4987,1,8,1,0,true,12
C17425,0,0.0,0,20,27,0,1,false,3
C17426,121069,12.5,6053,15,22,1,0,true,12
C17427,33519,12.6,1675,1,8,0,2,true,6
C17428,29181,73.0,1459,5,12,0,0,true,9
C17429,18911,54.0,945,1,8,3,0,true,6
C17430,0,0.0,0,5,12,0,0,false,3
C17431,683,0.2,34,20,27,1,0,false,3
C17432,0,0.0,0,20,27,0,0,false,3
C17433,116750,73.0,5837,1,8,0,0,true,12
C17434,56884,94.8,2844,5,12,0,3,true,12
C17435,15727,11.6,786,20,27,0,0,true,3
C17436,140278,42.5,7013,5,12,0,0,true,12
C17437,0,0.0,0,1,8,3,3,false,3
C17438,99750,95.0,4987,5,12,0,2,true,9
C17439,0,0.0,0,10,17,0,0,false,3
C17440,4377,5.5,218,1,8,0,2,false,3
C17441,8122,5.8,406,1,8,0,1,false,3
C17442,0,0.0,0,10,17,1,0,false,3
C17443,0,0.0,0,5,12,0,3,false,3
C17444,0,0.0,0,1,8,1,1,false,3
C17445,0,0.0,0,5,12,1,0,false,3
C17446,0,0.0,0,1,8,1,3,false,3
C17447,75643,94.6,3782,1,8,2,0,true,9
C17448,5939,1.9,296,10,17,0,2,false,3
C17449,0,0.0,0,20,27,0,1,false,3
C17450,0,0.0,0,5,12,0,2,false,3
C17451,0,0.0,0,15,22,0,1,false,3
C17452,0,0.0,0,5,12,0,1,false,3
C17453,22781,57.0,1139,15,22,2,1,true,9
C17454,4812,6.4,240,1,8,0,0,false,3
C17455,39485,20.2,1974,5,12,0,1,false,9
C17456,0,0.0,0,1,8,0,1,false,3
C17457,0,0.0,0,1,8,0,1,false,3
C17458,114000,95.0,5700,1,8,0,3,true,12
C17459,1614,2.5,80,20,27,0,1,false,3
C17460,0,0.0,0,20,27,0,0,false,3
C17461,29842,11.3,1492,1,8,2,0,true,6
C17462,0,0.0,0,5,12,2,0,false,3
C17463,0,0.0,0,15,22,0,0,false,3
C17464,0,0.0,0,20,27,0,3,false,3
C17465,1336,0.5,66,20,27,2,0,false,3
C17466,68339,71.9,3416,15,22,1,2,true,9
C17467,658,0.8,32,1,8,1,0,false,3
C17468,0,0.0,0,15,22,1,1,false,3
C17469,5838,2.9,291,10,17,0,0,false,3
C17470,113236,38.4,5661,15,22,0,0,true,12
C17471,22403,17.9,1120,20,27,0,1,true,6
C17472,143657,48.7,7182,5,12,0,0,true,12
C17473,0,0.0,0,5,12,1,1,false,3
C17474,0,0.0,0,5,12,0,1,false,3
C17475,0,0.0,0,5,12,0,0,false,3
C17476,16,0.0,0,15,22,0,0,false,3
C17477,0,0.0,0,1,8,0,0,false,3
C17478,18949,31.6,947,10,17,0,1,true,3
C17479,1298,2.4,64,20,27,0,1,false,3
C17480,0,0.0,0,10,17,1,0,false,3
C17481,4311,5.4,215,20,27,2,1,false,3
C17482,167811,58.9,8390,20,27,1,0,true,12
C17483,0,0.0,0,10,17,0,1,false,3
C17484,6037,6.4,301,10,17,0,0,false,3
C17485,133747,15.6,6687,15,22,0,0,true,12
C17486,0,0.0,0,5,12,2,2,false,3
C17487,18821,11.1,941,5,12,0,0,true,6
C17488,18973,31.6,948,5,12,2,1,true,3
C17489,47500,95.0,2375,10,17,0,0,true,6
C17490,75731,84.1,3786,10,17,2,2,true,12
C17491,802,1.1,40,20,27,2,1,false,3
C17492,2319,4.2,115,1,8,1,0,false,3
C17493,0,0.0,0,5,12,2,2,false,3
C17494,48305,64.4,2415,20,27,1,0,true,9
C17495,0,0.0,0,10,17,0,2,false,3
C17496,0,0.0,0,10,17,0,0,false,3
C17497,24904,29.3,1245,10,17,0,0,true,6
C17498,19551,20.6,977,1,8,1,0,true,3
C17499,0,0.0,0,1,8,1,0,false,3
C17500,0,0.0,0,1,8,0,3,false,3
C17501,22320,10.6,1116,20,27,0,0,true,3
C17502,0,0.0,0,1,8,0,0,false,3
C17503,11763,1.7,588,15,22,3,0,true,6
C17504,221066,88.4,11053,5,12,0,0,true,12
C17505,0,0.0,0,10,17,1,0,false,3
C17506,984,0.3,49,5,12,1,1,false,3
C17507,61750,95.0,3087,15,22,0,0,true,9
C17508,0,0.0,0,5,12,1,0,false,3
C17509,0,0.0,0,5,12,1,0,false,3
C17510,79127,28.3,3956,1,8,0,0,true,9
C17511,85356,94.8,4267,1,8,0,0,true,12
C17512,0,0.0,0,20,27,1,1,false,3
C17513,0,0.0,0,20,27,0,0,false,3
C17514,4832,0.8,241,20,27,0,0,false,3
C17515,0,0.0,0,15,22,0,0,false,3
C17516,112676,46.9,5633,1,8,1,0,true,12
C17517,0,0.0,0,1,8,0,0,false,3
C17518,0,0.0,0,15,22,1,0,false,3
C17519,0,0.0,0,1,8,0,0,false,3
C17520,0,0.0,0,20,27,0,0,false,3
C17521,3602,5.1,180,1,8,0,0,false,3
C17522,0,0.0,0,1,8,0,0,false,3
C17523,0,0.0,0,5,12,1,3,false,3
C17524,23750,95.0,1187,1,8,0,1,true,6
C17525,33047,55.1,1652,15,22,0,0,true,9
C17526,0,0.0,0,1,8,0,0,false,3
C17527,0,0.0,0,20,27,0,0,false,3
C17528,0,0.0,0,1,8,0,2,false,3
C17529,0,0.0,0,1,8,0,0,false,3
C17530,1671,0.3,83,5,12,0,2,false,3
C17531,988,0.4,49,10,17,0,0,false,3
C17532,0,0.0,0,20,27,0,0,false,3
C17533,43914,79.8,2195,5,12,1,0,true,12
C17534,0,0.0,0,15,22,2,0,false,3
C17535,1229,2.2,61,20,27,1,1,false,3
C17536,0,0.0,0,1,8,0,0,false,3
C17537,0,0.0,0,20,27,0,0,false,3
C17538,9900,3.8,495,1,8,0,2,false,3
C17539,0,0.0,0,5,12,0,0,false,3
C17540,0,0.0,0,10,17,0,0,false,3
C17541,18696,34.0,934,1,8,0,1,true,3
C17542,3007,2.2,150,1,8,2,2,false,3
C17543,0,0.0,0,5,12,2,0,false,3
C17544,0,0.0,0,15,22,0,2,false,3
C17545,150784,68.5,7539,15,22,2,2,true,12
C17546,0,0.0,0,10,17,0,3,false,3
C17547,0,0.0,0,15,22,1,0,false,3
C17548,0,0.0,0,10,17,0,0,false,3
C17549,0,0.0,0,5,12,0,0,false,3
C17550,0,0.0,0,5,12,2,0,false,3
C17551,0,0.0,0,20,27,0,0,false,3
C17552,35392,5.0,1769,5,12,1,1,true,6
C17553,65435,9.8,3271,5,12,2,0,true,12
C17554,0,0.0,0,10,17,1,0,false,3
C17555,304327,36.0,15216,10,17,0,0,true,12
C17556,0,0.0,0,5,12,1,3,false,3
C17557,165591,63.7,8279,10,17,1,2,true,12
C17558,62094,13.6,3104,1,8,0,1,true,9
C17559,73332,19.8,3666,1,8,1,1,true,12
C17560,0,0.0,0,5,12,0,1,false,3
C17561,120789,56.2,6039,10,17,1,2,true,12
C17562,0,0.0,0,10,17,0,2,false,3
C17563,0,0.0,0,5,12,0,2,false,3
C17564,0,0.0,0,20,27,0,0,false,3
C17565,23806,12.5,1190,5,12,2,2,true,6
C17566,0,0.0,0,5,12,0,1,false,3
C17567,53,0.0,2,20,27,1,0,false,3
C17568,0,0.0,0,1,8,0,3,false,3
C17569,0,0.0,0,20,27,0,1,false,3
C17570,1295,2.4,64,5,12,0,1,false,3
C17571,85500,95.0,4275,10,17,0,2,false,12
C17572,0,0.0,0,1,8,0,2,false,3
C17573,0,0.0,0,10,17,1,3,false,3
C17574,0,0.0,0,5,12,0,3,false,3
C17575,0,0.0,0,5,12,0,0,false,3
C17576,31629,11.3,1581,1,8,2,2,true,12
C17577,4694,7.2,234,1,8,1,1,false,3
C17578,0,0.0,0,15,22,0,0,false,3
C17579,0,0.0,0,20,27,0,0,false,3
C17580,117775,67.3,5888,10,17,0,1,true,12
C17581,6475,2.8,323,10,17,0,0,false,3
C17582,6156,4.1,307,15,22,0,0,false,3
C17583,1339,0.5,66,5,12,1,1,false,3
C17584,0,0.0,0,15,22,1,3,false,3
C17585,51496,25.1,2574,1,8,0,0,true,9
C17586,884,1.5,44,1,8,1,1,false,3
C17587,0,0.0,0,15,22,3,2,false,3
C17588,0,0.0,0,20,27,0,0,false,3
C17589,8088,10.8,404,15,22,0,3,false,3
C17590,3945,7.2,197,10,17,2,0,false,3
C17591,237,0.4,11,5,12,0,2,false,3
C17592,28500,95.0,1425,20,27,0,0,true,6
C17593,0,0.0,0,5,12,1,0,false,3
C17594,47037,62.7,2351,1,8,0,2,true,6
C17595,9967,5.2,498,10,17,0,0,false,3
C17596,188149,87.5,9407,5,12,0,1,true,12
C17597,33250,95.0,1662,20,27,0,0,true,6
C17598,0,0.0,0,1,8,0,1,false,3
C17599,21427,8.4,1071,20,27,0,0,true,6
C17600,0,0.0,0,15,22,0,0,false,3
C17601,0,0.0,0,5,12,2,2,false,3
C17602,0,0.0,0,5,12,0,0,false,3
C17603,51357,27.0,2567,5,12,1,0,true,12
C17604,0,0.0,0,1,8,1,0,false,3
C17605,20308,17.7,1015,15,22,0,3,true,3
C17606,0,0.0,0,5,12,1,0,false,3
C17607,0,0.0,0,10,17,0,0,false,3
C17608,20955,83.8,1047,15,22,1,0,true,9
C17609,79994,84.2,3999,5,12,1,1,true,12
C17610,0,0.0,0,15,22,1,0,false,3
C17611,0,0.0,0,5,12,0,0,false,3
C17612,0,0.0,0,5,12,2,0,false,3
C17613,26911,26.9,1345,5,12,0,0,true,6
C17614,2081,5.2,104,5,12,0,0,false,3
C17615,0,0.0,0,20,27,1,2,false,3
C17616,10264,3.7,513,20,27,1,0,true,3
C17617,1458,1.8,72,15,22,1,0,false,3
C17618,650,0.5,32,10,17,1,0,false,3
C17619,23750,95.0,1187,5,12,0,0,true,6
C17620,0,0.0,0,15,22,0,0,false,3
C17621,4406,5.2,220,15,22,2,0,false,3
C17622,0,0.0,0,15,22,0,0,false,3
C17623,0,0.0,0,1,8,0,2,false,3
C17624,14996,2.9,749,1,8,0,0,true,3
C17625,0,0.0,0,10,17,1,2,false,3
C17626,0,0.0,0,10,17,0,0,false,3
C17627,58573,7.9,2928,20,27,0,0,true,9
C17628,11915,19.9,595,5,12,0,0,true,3
C17629,0,0.0,0,1,8,0,0,false,3
C17630,61750,95.0,3087,1,8,0,0,true,9
C17631,0,0.0,0,5,12,0,1,false,3
C17632,0,0.0,0,1,8,0,1,false,3
C17633,24636,11.2,1231,15,22,0,3,true,3
C17634,0,0.0,0,5,12,2,3,false,3
C17635,0,0.0,0,1,8,0,1,false,3
C17636,95636,46.7,4781,20,27,1,0,true,9
C17637,103200,57.3,5160,15,22,0,0,true,12
C17638,0,0.0,0,5,12,0,1,false,3
C17639,133000,95.0,6650,10,17,0,2,true,12
C17640,0,0.0,0,15,22,0,0,false,3
C17641,22668,22.7,1133,5,12,0,3,true,9
C17642,0,0.0,0,1,8,1,0,false,3
C17643,131223,46.0,6561,15,22,1,2,true,12
C17644,91,0.0,4,20,27,2,0,false,3
C17645,3278,2.0,163,1,8,0,0,false,3
C17646,23750,95.0,1187,5,12,0,0,true,6
C17647,0,0.0,0,15,22,0,2,false,3
C17648,0,0.0,0,5,12,0,3,false,3
C17649,0,0.0,0,5,12,2,2,false,3
C17650,0,0.0,0,1,8,1,0,false,3
C17651,0,0.0,0,10,17,0,2,false,3
C17652,1147,0.2,57,10,17,1,0,false,3
C17653,2840,5.7,142,20,27,1,2,false,3
C17654,0,0.0,0,15,22,0,0,false,3
C17655,0,0.0,0,5,12,0,0,false,3
C17656,0,0.0,0,1,8,0,0,false,3
C17657,123886,41.3,6194,5,12,0,0,true,12
C17658,4756,8.6,237,1,8,0,0,false,3
C17659,180,0.1,9,15,22,1,3,false,3
C17660,25805,4.0,1290,5,12,1,0,true,9
C17661,143154,68.2,7157,20,27,0,1,true,12
C17662,0,0.0,0,20,27,2,0,false,3
C17663,3250,7.2,162,15,22,1,3,false,3
C17664,28195,94.0,1409,15,22,0,0,true,6
C17665,56507,20.5,2825,10,17,2,0,true,9
C17666,0,0.0,0,20,27,1,0,false,3
C17667,0,0.0,0,10,17,1,0,false,3
C17668,2716,0.4,135,15,22,0,0,false,3
C17669,45071,64.4,2253,5,12,0,0,true,12
C17670,145227,85.4,7261,20,27,0,2,true,12
C17671,3606,0.7,180,5,12,2,0,false,3
C17672,0,0.0,0,15,22,0,0,false,3
C17673,0,0.0,0,1,8,1,2,false,3
