customer_id,dnc_source,dnc_date
C21552,TRAI,2026-02-15
C21570,Customer Request,2025-07-13
C21576,TRAI,2025-06-30
C21588,Internal,2025-08-25
C21597,TRAI,2025-07-23
C21600,TRAI,2025-06-22
C21602,Customer Request,2025-10-04
C21613,TRAI,2026-03-08
C21632,TRAI,2025-09-01
C21653,TRAI,2025-09-29
C21667,Internal,2025-05-05
C21670,Internal,2025-12-09
C21671,Internal,2025-11-13
C21673,Internal,2025-07-16
C21679,Internal,2025-09-08
C21730,TRAI,2025-07-02
C21739,Customer Request,2025-11-27
C21744,Customer Request,2025-09-05
C21764,Internal,2025-08-21
C21774,Internal,2025-07-27
C21779,TRAI,2025-05-26
C21795,TRAI,2025-05-24
C21808,TRAI,2026-01-22
C21814,Internal,2025-11-14
C21824,Customer Request,2025-08-31
C21831,TRAI,2025-12-30
C21849,TRAI,2025-07-15
C21870,TRAI,2025-12-14
C21879,Customer Request,2025-07-02
C21894,TRAI,2025-04-26
C21905,Internal,2025-07-08
C21907,Internal,2025-11-06
C21918,TRAI,2025-08-23
C21953,TRAI,2025-03-26
C21962,TRAI,2026-02-12
C22007,TRAI,2025-11-04
C22014,Customer Request,2025-04-26
C22038,TRAI,2025-07-27
C22073,Internal,2025-11-01
C22120,Internal,2025-09-11
C22138,Internal,2025-09-19
C22147,TRAI,2025-08-16
C22149,TRAI,2025-09-16
C22153,TRAI,2025-05-23
C22154,TRAI,2025-10-20
C22156,Internal,2025-09-29
C22165,Customer Request,2025-07-29
C22171,TRAI,2025-08-31
C22175,Internal,2025-07-20
C22198,TRAI,2025-12-19
C22200,Internal,2025-08-11
C22201,Customer Request,2026-02-06
C22204,TRAI,2025-12-22
C22209,Internal,2025-11-18
C22219,Internal,2025-10-03
C22233,Internal,2025-10-29
C22266,Customer Request,2025-10-27
C22267,Customer Request,2025-09-10
C22268,Customer Request,2025-08-15
C22273,TRAI,2025-12-10
C22278,TRAI,2026-01-09
C22283,TRAI,2025-04-10
C22313,Internal,2026-02-02
C22324,TRAI,2025-12-19
C22329,Customer Request,2026-01-21
C22335,TRAI,2026-02-10
C22337,Customer Request,2025-06-07
C22366,TRAI,2026-03-01
C22385,Customer Request,2025-06-19
C22391,TRAI,2026-01-20
C22396,Internal,2025-05-02
C22400,TRAI,2026-01-30
C22407,Customer Request,2025-10-07
C22427,TRAI,2025-11-08
C22430,Internal,2025-07-31
C22439,TRAI,2026-01-06
C22445,TRAI,2026-02-28
C22450,TRAI,2025-04-09
C22458,Internal,2025-09-29
C22468,Customer Request,2025-07-18
C22472,Internal,2025-06-07
C22475,Customer Request,2026-01-04
C22492,TRAI,2025-05-16
C22493,Customer Request,2025-04-25
C22496,Customer Request,2025-06-19
C22499,Internal,2025-09-18
C22519,Customer Request,2025-06-11
C22525,TRAI,2026-01-28
C22535,Customer Request,2025-10-08
C22554,Internal,2025-08-15
C22556,Internal,2025-12-25
C22558,Internal,2026-03-09
C22561,TRAI,2025-06-20
C22573,TRAI,2025-09-19
C22592,Internal,2025-07-17
C22594,TRAI,2025-03-27
C22620,Customer Request,2025-07-13
C22636,Internal,2026-03-10
C22681,Customer Request,2025-10-16
C22684,TRAI,2026-03-11
C22695,Internal,2025-12-08
C22722,Customer Request,2025-05-31
C22725,Customer Request,2025-08-24
C22729,TRAI,2025-12-21
C22739,Customer Request,2025-09-02
C22756,TRAI,2025-10-31
C22765,TRAI,2025-08-10
C22792,TRAI,2025-06-23
C22803,Internal,2025-10-20
C22804,Internal,2025-08-15
C22809,TRAI,2026-02-07
C22823,TRAI,2026-01-04
C22829,Internal,2026-01-17
C22840,Customer Request,2025-05-02
C22852,Customer Request,2025-10-26
C22881,Customer Request,2025-12-08
C22908,Internal,2026-03-05
C22942,TRAI,2026-02-17
C22987,TRAI,2025-12-09
C23024,TRAI,2025-10-21
C23029,Internal,2026-01-09
C23041,Customer Request,2026-03-10
C23053,TRAI,2026-01-27
C23058,TRAI,2026-03-07
C23066,Customer Request,2025-11-23
C23102,Internal,2025-08-11
C23112,Internal,2025-07-02
C23131,Internal,2025-07-20
C23138,TRAI,2025-09-26
C23203,TRAI,2025-12-30
C23210,TRAI,2025-10-29
C23219,Customer Request,2026-02-06
C23220,Customer Request,2025-12-12
C23223,TRAI,2025-11-06
C23265,Customer Request,2026-03-08
C23287,TRAI,2025-11-07
C23297,Customer Request,2025-07-31
C23310,TRAI,2026-02-25
C23315,TRAI,2025-07-22
C23328,TRAI,2025-06-21
C23338,TRAI,2025-07-15
C23356,Customer Request,2025-03-31
C23372,Internal,2025-09-30
C23392,TRAI,2025-04-26
C23402,TRAI,2025-06-06
C23420,TRAI,2025-11-05
C23438,Customer Request,2025-04-22
C23450,Internal,2025-12-03
C23462,Internal,2026-02-16
C23466,TRAI,2026-01-16
C23470,TRAI,2025-04-24
C23485,Customer Request,2025-09-29
C23491,TRAI,2025-12-19
C23496,Internal,2025-05-19
C23501,TRAI,2025-08-24
C23512,TRAI,2026-03-10
C23530,TRAI,2025-05-21
C23534,Customer Request,2025-03-27
C23535,TRAI,2025-09-05
C23563,TRAI,2025-11-07
C23581,TRAI,2025-07-02
C23596,TRAI,2025-03-28
C23611,Internal,2025-04-28
C23638,TRAI,2026-02-12
C23664,Internal,2025-04-18
C23693,TRAI,2025-06-13
C23704,TRAI,2026-01-09
C23706,Customer Request,2025-11-15
C23719,Internal,2025-06-02
C23723,Internal,2025-08-02
C23729,TRAI,2026-03-04
C23751,Customer Request,2025-09-12
C23755,TRAI,2025-11-06
C23762,TRAI,2025-07-09
C23789,Customer Request,2025-06-01
C23792,Internal,2025-06-10
C23809,Customer Request,2025-12-07
C23813,TRAI,2025-06-09
C23816,Internal,2025-09-30
C23817,Customer Request,2025-10-25
C23831,TRAI,2026-02-07
C23833,TRAI,2025-07-27
C23842,Internal,2025-10-31
C23893,Internal,2025-07-25
C23911,TRAI,2025-04-22
C23932,Customer Request,2025-12-10
C23935,TRAI,2025-05-01
C23950,Internal,2025-05-01
C23963,TRAI,2025-10-01
C23981,TRAI,2025-04-11
C23994,Customer Request,2025-12-07
C23997,Customer Request,2025-06-05
C23999,TRAI,2025-05-05
C24003,Internal,2025-09-30
C24017,Customer Request,2025-04-20
C24027,Internal,2026-01-17
C24043,TRAI,2025-06-20
C24046,TRAI,2026-02-20
C24068,TRAI,2025-12-13
C24094,TRAI,2025-12-01
C24102,TRAI,2025-07-09
C24133,TRAI,2026-01-23
C24191,TRAI,2025-05-26
C24200,Customer Request,2025-04-12
C24201,Customer Request,2025-06-18
C24211,Internal,2026-02-17
C24214,Internal,2025-11-21
C24225,TRAI,2026-03-08
C24269,TRAI,2025-04-13
C24273,Customer Request,2026-02-02
C24324,Customer Request,2025-04-21
C24334,TRAI,2025-09-11
C24343,Customer Request,2025-09-07
C24354,TRAI,2025-05-03
C24357,Internal,2025-06-17
C24359,TRAI,2026-02-06
C24364,Internal,2026-02-03
C24366,TRAI,2025-06-22
C24386,TRAI,2026-01-22
C24394,TRAI,2025-06-15
C24397,Customer Request,2025-12-07
C24423,TRAI,2025-06-18
C24435,TRAI,2025-05-27
C24469,TRAI,2025-06-02
C24471,Customer Request,2026-01-19
C24472,Internal,2025-04-03
C24493,Customer Request,2025-04-08
C24501,Customer Request,2026-01-20
C24518,TRAI,2025-12-12
C24540,Customer Request,2025-06-29
C24544,Internal,2025-04-12
C24586,TRAI,2025-06-14
C24609,Customer Request,2025-09-15
C24625,Internal,2025-06-06
C24626,Internal,2025-09-05
C24631,Customer Request,2025-04-24
C24640,Customer Request,2025-09-30
C24646,TRAI,2025-05-30
C24648,TRAI,2025-09-03
C24665,Internal,2025-09-11
C24674,Customer Request,2025-07-28
C24689,Customer Request,2026-03-14
C24692,TRAI,2025-10-20
C24696,TRAI,2025-06-22
C24726,TRAI,2025-10-11
C24727,TRAI,2025-10-12
C24732,TRAI,2025-11-25
C24739,Internal,2026-03-03
C24777,Internal,2025-06-04
C24780,TRAI,2026-01-25
C24785,TRAI,2025-07-22
C24792,Internal,2025-12-25
C24795,TRAI,2025-10-30
C24829,Internal,2025-05-20
C24831,TRAI,2025-11-15
C24841,Internal,2025-10-12
C24846,TRAI,2025-05-26
C24850,Customer Request,2025-05-27
C24860,TRAI,2026-02-03
C24903,Internal,2025-07-10
C24944,TRAI,2025-07-08
C24947,TRAI,2025-05-14
C24969,Internal,2026-02-23
C24984,Customer Request,2026-02-02
C24985,TRAI,2025-09-24
C24990,Internal,2025-08-04
C25007,Customer Request,2026-01-12
C25044,TRAI,2025-04-14
C25045,TRAI,2025-04-24
C25073,Customer Request,2026-02-15
C25103,Internal,2025-06-19
C25148,TRAI,2025-10-02
C25165,TRAI,2025-09-28
C25179,TRAI,2025-12-26
C25195,TRAI,2025-04-04
C25205,Customer Request,2025-07-29
C25228,TRAI,2025-11-21
C25250,Customer Request,2025-10-17
C25279,Customer Request,2025-12-29
C25280,TRAI,2025-09-23
C25296,TRAI,2025-07-14
C25309,TRAI,2025-06-07
C25310,Customer Request,2025-10-31
C25318,TRAI,2025-08-22
C25322,Customer Request,2026-01-07
C25342,TRAI,2025-07-11
C25347,TRAI,2025-07-08
C25368,Customer Request,2025-04-15
C25394,TRAI,2025-05-31
C25397,TRAI,2025-11-10
C25421,TRAI,2025-10-29
C25439,Customer Request,2025-09-30
C25453,TRAI,2026-01-16
C25455,Customer Request,2025-08-10
C25461,Internal,2025-09-17
C25495,TRAI,2025-10-01
C25501,Internal,2025-05-14
C25505,TRAI,2025-10-09
C25506,TRAI,2025-09-16
C25514,Customer Request,2025-04-29
C25520,TRAI,2025-08-01
C25527,TRAI,2025-11-15
C25531,TRAI,2025-03-29
C25553,Internal,2025-12-25
C25574,TRAI,2026-01-16
C25576,TRAI,2025-11-10
C25578,TRAI,2025-10-18
C25579,TRAI,2025-09-20
C25581,TRAI,2025-10-09
C25582,Customer Request,2025-07-16
C25588,TRAI,2025-09-26
C25589,TRAI,2025-06-12
C25605,TRAI,2025-11-30
C25606,Internal,2025-06-07
C25611,Customer Request,2025-04-30
C25631,TRAI,2025-03-24
C25654,TRAI,2025-09-03
C25658,TRAI,2025-11-04
C25664,TRAI,2026-02-12
C25683,Internal,2025-12-02
C25692,Internal,2026-02-15
C25705,Customer Request,2025-04-13
C25715,TRAI,2026-02-08
C25717,Customer Request,2025-04-10
C25724,Internal,2025-04-09
C25743,Internal,2026-01-18
C25750,TRAI,2025-10-16
C25754,Customer Request,2025-11-16
C25780,Customer Request,2025-06-27
C25781,TRAI,2025-10-04
C25789,Customer Request,2025-05-13
C25795,TRAI,2025-12-09
C25813,TRAI,2025-07-01
C25819,Customer Request,2025-05-31
C25820,TRAI,2026-02-22
C25828,TRAI,2025-06-16
C25836,Internal,2025-09-25
C25837,Customer Request,2025-08-25
C25841,TRAI,2026-03-05
C25854,Internal,2025-03-29
C25855,Internal,2025-09-14
C25866,Internal,2025-11-14
C25888,Internal,2026-02-11
C25896,Internal,2025-08-28
C25920,TRAI,2025-06-03
C25923,Internal,2025-11-19
C25932,TRAI,2025-09-21
C25958,Customer Request,2025-04-12
C25985,TRAI,2026-01-29
C25989,Customer Request,2025-06-21
C26002,TRAI,2025-08-13
C26042,TRAI,2025-05-25
C26060,TRAI,2025-08-08
C26061,Internal,2025-05-09
C26063,Internal,2025-07-28
C26070,TRAI,2025-11-29
C26079,TRAI,2025-05-21
C26097,TRAI,2026-01-03
C26172,Internal,2025-03-27
C26180,TRAI,2025-08-06
C26186,TRAI,2025-04-13
C26208,TRAI,2025-10-03
C26234,TRAI,2025-06-02
C26240,TRAI,2025-12-10
C26252,Internal,2025-12-30
C26255,TRAI,2025-10-02
C26257,Customer Request,2025-08-16
C26261,Internal,2025-07-31
C26262,Internal,2025-12-27
C26268,TRAI,2026-01-19
C26275,TRAI,2025-12-10
C26298,TRAI,2025-05-05
C26308,Internal,2025-05-08
C26309,TRAI,2025-05-13
C26318,TRAI,2025-11-16
C26335,TRAI,2025-09-12
C26350,TRAI,2025-03-27
C26375,Customer Request,2026-01-05
C26393,Customer Request,2025-04-16
C26410,Internal,2025-12-10
C26416,Customer Request,2025-07-06
C26438,Customer Request,2026-01-03
C26476,TRAI,2025-12-06
C26499,TRAI,2026-02-26
C26528,Customer Request,2026-03-07
C26533,Internal,2025-08-15
C26560,TRAI,2025-04-05
C26573,TRAI,2025-11-30
C26575,TRAI,2025-12-14
C26578,Customer Request,2025-05-03
C26581,Customer Request,2025-03-27
C26583,Internal,2025-07-23
C26595,TRAI,2025-08-08
C26597,Customer Request,2026-02-21
C26655,Customer Request,2025-10-05
C26675,Customer Request,2025-05-05
C26676,TRAI,2025-06-21
C26711,TRAI,2025-07-26
C26713,Customer Request,2026-02-21
C26744,TRAI,2025-06-22
C26758,Customer Request,2026-02-22
C26771,Customer Request,2025-06-23
C26772,TRAI,2025-12-07
C26777,Internal,2025-08-01
C26785,Customer Request,2025-10-10
C26791,Internal,2025-07-21
C26799,TRAI,2025-08-10
C26803,Internal,2025-05-05
C26814,TRAI,2025-03-26
C26819,TRAI,2025-07-20
C26826,Customer Request,2026-01-27
C26829,TRAI,2025-12-12
C26849,TRAI,2025-08-25
C26860,Customer Request,2025-09-30
C26887,Customer Request,2026-03-02
C26893,TRAI,2025-07-25
C26908,TRAI,2025-07-25
C26919,TRAI,2025-11-06
C26921,Internal,2025-03-25
C26924,TRAI,2026-01-10
C26934,TRAI,2026-01-15
C26937,Customer Request,2025-04-24
C26964,Internal,2026-01-30
C26968,Customer Request,2025-06-26
C26975,TRAI,2025-09-02
C26981,Customer Request,2026-02-20
C26998,TRAI,2025-09-24
C27000,TRAI,2025-12-21
C27005,TRAI,2025-12-13
C27008,TRAI,2025-08-12
C27012,Internal,2025-10-07
C27025,Customer Request,2025-10-18
C27032,TRAI,2026-01-13
C27053,TRAI,2025-12-01
C27059,TRAI,2025-04-30
C27086,Internal,2026-03-08
C27092,Customer Request,2025-07-03
C27121,Customer Request,2025-06-09
C27123,TRAI,2025-05-07
C27127,Customer Request,2025-11-13
C27135,TRAI,2025-05-17
C27162,Customer Request,2025-07-25
C27199,Customer Request,2025-07-31
C27203,TRAI,2025-05-11
C27221,TRAI,2025-11-09
C27228,Internal,2025-05-01
C27230,TRAI,2026-02-17
C27240,TRAI,2025-12-29
C27248,TRAI,2025-04-14
C27267,Internal,2026-02-24
C27272,TRAI,2026-02-26
C27301,Internal,2025-09-26
C27319,TRAI,2026-02-17
C27321,TRAI,2025-08-13
C27360,TRAI,2025-12-22
C27383,Internal,2025-05-06
C27396,TRAI,2025-07-24
C27400,Internal,2026-02-24
C27420,TRAI,2025-10-12
C27440,Internal,2025-09-07
C27448,Customer Request,2026-02-08
C27452,Customer Request,2025-06-06
C27460,TRAI,2025-10-16
C27461,Customer Request,2026-01-05
C27472,TRAI,2025-03-24
C27486,Internal,2025-09-27
C27492,Customer Request,2025-06-19
C27512,TRAI,2025-11-27
C27514,TRAI,2026-01-18
C27515,TRAI,2025-07-10
C27518,Internal,2025-08-08
C27537,Internal,2025-11-02
C27541,Internal,2026-01-07
C27547,Customer Request,2025-06-21
C27555,Customer Request,2025-07-05
C27562,TRAI,2025-05-06
C27583,TRAI,2025-10-17
C27606,TRAI,2026-03-14
C27616,TRAI,2026-03-02
C27669,Customer Request,2025-04-28
C27680,TRAI,2025-11-28
C27681,Customer Request,2025-08-15
C27688,TRAI,2025-09-25
C27691,Internal,2025-06-01
C27694,TRAI,2026-03-09
C27697,TRAI,2025-03-26
C27709,Internal,2025-11-04
C27723,TRAI,2025-10-08
C27747,Internal,2025-06-28
C27802,Internal,2026-03-11
C27829,TRAI,2025-03-28
C27848,Internal,2025-09-21
C27861,Customer Request,2025-05-27
C27870,TRAI,2025-12-15
C27875,TRAI,2025-09-26
C27886,Internal,2025-04-04
C27893,Customer Request,2025-07-15
C27913,TRAI,2025-04-18
C27927,TRAI,2025-07-11
C27933,TRAI,2025-04-27
C27935,Customer Request,2025-06-13
C27937,Internal,2025-07-21
C27939,Customer Request,2026-02-14
C27940,Internal,2025-05-29
C27942,Internal,2025-06-03
C28000,TRAI,2025-11-28
C28017,Internal,2025-09-14
C28021,TRAI,2025-12-28
C28047,Internal,2026-02-27
C28062,Internal,2025-09-03
C28063,TRAI,2025-05-26
C28067,Customer Request,2025-12-09
C28068,TRAI,2025-10-08
C28075,Internal,2026-02-26
C28091,Internal,2025-08-15
C28121,TRAI,2025-07-03
C28126,TRAI,2025-09-05
C28131,Customer Request,2025-10-11
C28136,TRAI,2025-06-19
C28145,Internal,2025-12-15
C28160,TRAI,2025-09-04
C28170,TRAI,2025-12-01
C28202,TRAI,2025-07-30
C28211,TRAI,2025-07-10
C28229,TRAI,2025-12-07
C28253,Internal,2025-07-10
C28279,Internal,2025-09-28
C28286,TRAI,2026-01-23
C28295,TRAI,2025-11-29
C28318,TRAI,2025-07-22
C28323,Customer Request,2025-06-20
C28326,TRAI,2026-03-12
C28335,Internal,2026-02-20
C28345,TRAI,2025-09-25
C28347,Customer Request,2026-02-19
C28369,TRAI,2025-06-21
C28375,Internal,2026-03-03
C28382,Internal,2025-04-21
C28383,TRAI,2025-10-01
C28395,TRAI,2025-12-06
C28404,Internal,2025-10-24
C28417,Internal,2025-08-01
C28431,TRAI,2025-10-26
C28466,TRAI,2025-12-24
C28472,Internal,2026-01-15
C28482,TRAI,2025-04-30
C28500,TRAI,2025-11-29
C28527,Internal,2025-06-06
C28572,Internal,2025-10-27
C28586,TRAI,2025-10-20
C28590,TRAI,2025-12-17
C28591,TRAI,2025-10-06
C28602,Internal,2025-06-11
C28609,Customer Request,2026-02-17
C28612,TRAI,2026-02-28
C28623,Customer Request,2025-04-03
C28631,TRAI,2026-01-19
C28674,Customer Request,2026-02-15
C28686,TRAI,2025-08-08
C28687,Customer Request,2025-12-13
C28705,Customer Request,2025-05-03
C28714,Internal,2025-10-06
C28720,Internal,2025-12-03
C28738,TRAI,2025-07-19
C28752,TRAI,2026-01-26
C28754,Customer Request,2026-01-24
C28760,Customer Request,2025-10-07
C28776,Customer Request,2025-07-17
C28779,TRAI,2025-11-20
C28810,TRAI,2025-05-03
C28924,Internal,2025-09-09
C28939,Customer Request,2025-12-11
C28944,Internal,2025-09-29
C28948,Customer Request,2025-07-08
C28986,TRAI,2026-02-09
C29098,Customer Request,2026-01-16
C29137,Internal,2025-07-12
C29147,Customer Request,2025-12-17
C29154,Internal,2025-09-17
C29171,TRAI,2025-06-27
C29192,TRAI,2025-08-19
C29195,TRAI,2025-09-29
C29208,TRAI,2025-10-11
C29217,Customer Request,2025-08-21
C29256,Customer Request,2025-11-12
C29257,TRAI,2025-06-07
C29258,TRAI,2025-07-11
C29267,Customer Request,2026-02-09
C29268,Internal,2025-11-28
C29303,Customer Request,2025-08-04
C29309,Internal,2025-06-09
C29313,TRAI,2025-12-16
C29316,TRAI,2025-05-25
C29321,Customer Request,2026-01-15
C29322,Customer Request,2025-09-29
C29395,TRAI,2025-07-30
C29400,TRAI,2025-10-08
C29412,Customer Request,2026-02-07
C29420,TRAI,2025-03-29
C29431,Customer Request,2025-09-28
C29451,Customer Request,2025-04-18
C29464,TRAI,2026-01-27
C29474,TRAI,2026-01-02
C29488,TRAI,2025-12-29
C29514,TRAI,2025-07-26
C29516,Internal,2025-08-27
C29570,Customer Request,2025-12-04
C29601,TRAI,2025-03-31
C29619,Internal,2025-10-12
C29642,Internal,2025-08-04
C29690,Internal,2026-01-28
C29706,TRAI,2025-05-05
C29721,Customer Request,2026-01-08
C29741,Internal,2026-02-11
C29764,Internal,2025-06-06
C29781,TRAI,2026-03-14
C29810,Internal,2026-01-17
C29854,Internal,2026-02-27
C29858,TRAI,2025-08-05
C29861,Customer Request,2025-04-28
C29893,Internal,2025-08-31
C29897,Customer Request,2025-08-31
C29905,Customer Request,2025-06-08
C29907,TRAI,2025-04-09
C29916,TRAI,2025-07-14
C29917,TRAI,2025-12-08
C29920,Customer Request,2025-09-11
C29929,Customer Request,2025-12-26
C29941,Internal,2025-04-05
C29957,TRAI,2026-01-05
C29974,TRAI,2026-02-06
C29992,TRAI,2025-12-31
C29996,Customer Request,2025-04-12
C30003,Customer Request,2026-01-04
C30033,TRAI,2026-01-03
C30044,Customer Request,2025-07-24
C30078,Customer Request,2025-04-29
C30094,TRAI,2025-07-25
C30101,Customer Request,2025-06-05
C30106,Customer Request,2025-08-30
C30134,Internal,2025-11-19
C30151,TRAI,2025-08-09
C30152,TRAI,2025-05-23
C30164,Customer Request,2025-11-13
C30167,Internal,2025-08-16
C30170,Internal,2026-02-25
C30190,TRAI,2025-05-28
C30213,Customer Request,2025-09-07
C30222,TRAI,2025-05-21
C30227,Customer Request,2025-03-26
C30229,TRAI,2026-01-01
C30244,Internal,2025-07-19
C30252,TRAI,2025-06-20
C30280,TRAI,2025-11-09
C30282,Customer Request,2025-04-26
C30284,TRAI,2025-03-29
C30285,Internal,2025-05-05
C30311,TRAI,2025-09-20
C30335,TRAI,2025-07-17
C30336,Customer Request,2025-06-25
C30355,Customer Request,2025-05-25
C30377,Internal,2025-08-11
C30399,Internal,2025-10-15
C30422,Internal,2025-12-19
C30425,TRAI,2025-03-24
C30463,Internal,2025-05-30
C30467,Internal,2026-02-11
C30506,Customer Request,2025-05-22
C30511,TRAI,2025-05-25
C30523,TRAI,2025-04-12
C30533,Internal,2025-04-29
C30537,TRAI,2025-10-19
C30546,Customer Request,2026-01-31
C30549,TRAI,2025-06-29
C30550,TRAI,2025-10-23
C30562,Internal,2026-01-06
C30567,Internal,2025-10-25
C30581,Internal,2026-03-07
C30598,TRAI,2025-05-09
C30605,TRAI,2025-05-16
C30614,TRAI,2025-04-11
C30645,Customer Request,2025-09-06
C30658,TRAI,2025-11-01
C30680,TRAI,2025-07-09
C30696,TRAI,2025-06-17
C30723,TRAI,2025-09-20
C30730,TRAI,2025-12-30
C30744,TRAI,2025-07-04
C30747,Customer Request,2025-08-30
C30752,TRAI,2025-04-10
C30763,Customer Request,2025-04-22
C30773,TRAI,2025-11-27
C30778,Internal,2026-02-15
C30790,Internal,2026-01-14
C30793,TRAI,2025-12-19
C30807,Customer Request,2025-08-22
C30816,Customer Request,2025-10-11
C30819,Customer Request,2025-06-15
C30821,TRAI,2025-09-01
C30824,Customer Request,2025-07-15
C30838,Internal,2025-12-30
C30848,Customer Request,2026-03-08
C30859,Internal,2025-07-28
C30867,Customer Request,2025-04-01
C30871,Internal,2025-06-16
C30872,TRAI,2026-01-24
C30879,Internal,2025-08-05
C30893,Internal,2025-09-24
C30901,Internal,2025-10-29
C30909,TRAI,2025-11-04
C30955,Customer Request,2025-07-21
C30975,TRAI,2025-04-04
C30998,TRAI,2025-06-21
C31000,Internal,2025-04-02
C31013,TRAI,2025-10-05
C31035,TRAI,2025-04-04
C31040,TRAI,2026-02-08
C31043,TRAI,2025-08-16
C31045,TRAI,2025-06-19
C31049,TRAI,2025-03-29
C31079,Customer Request,2025-09-16
C31085,TRAI,2025-10-20
C31114,Internal,2025-12-06
C31126,TRAI,2026-03-02
C31127,TRAI,2026-02-13
C31145,TRAI,2025-05-12
C31165,TRAI,2026-01-12
C31191,TRAI,2025-05-09
C31241,TRAI,2025-09-03
C31266,TRAI,2026-01-17
C31285,TRAI,2025-11-05
C31289,Internal,2025-07-18
C31293,TRAI,2025-04-21
C31294,Customer Request,2025-10-24
C31297,Customer Request,2025-03-25
C31301,Internal,2025-11-03
C31310,TRAI,2026-02-05
C31311,Internal,2026-02-11
C31335,Customer Request,2025-08-28
C31344,Internal,2026-02-12
C31355,Internal,2025-10-30
C31378,TRAI,2025-08-01
C31401,TRAI,2025-07-06
C31415,TRAI,2025-05-06
C31429,Customer Request,2025-12-13
C31451,Customer Request,2026-01-18
C31470,TRAI,2025-06-11
C31472,Customer Request,2025-11-23
C31474,TRAI,2025-07-31
C31484,Internal,2026-01-21
C31485,TRAI,2026-02-05
C31488,TRAI,2025-05-26
C31497,Internal,2025-07-29
C31500,TRAI,2025-07-03
C31510,TRAI,2025-04-14
C31526,TRAI,2026-02-23
C31537,Customer Request,2025-10-29
C31538,TRAI,2025-09-27
C31545,Customer Request,2025-05-24
C31548,TRAI,2025-06-24
C31550,Customer Request,2025-07-13
C31563,Customer Request,2025-08-20
C31564,TRAI,2025-06-11
C31573,TRAI,2026-03-13
C31580,Customer Request,2025-03-27
C31584,Customer Request,2026-01-11
C31588,Internal,2025-09-25
C31599,Internal,2025-08-21
C31619,TRAI,2025-04-25
C31628,TRAI,2025-09-08
C31653,Internal,2026-02-01
C31655,Customer Request,2025-10-17
C31662,TRAI,2025-12-14
C31663,TRAI,2025-08-30
C31666,TRAI,2025-10-12
C31680,Customer Request,2026-01-19
C31690,Internal,2025-07-08
C31699,TRAI,2025-04-25
C31712,Customer Request,2025-12-07
C31714,TRAI,2026-02-24
C31730,TRAI,2026-03-02
C31736,TRAI,2025-07-07
C31765,Customer Request,2026-02-10
C31777,Internal,2025-07-02
C31790,Customer Request,2026-03-06
C31819,TRAI,2025-09-22
C31824,TRAI,2025-09-23
C31835,TRAI,2025-08-19
C31838,TRAI,2025-11-26
C31899,Customer Request,2025-04-01
C31916,TRAI,2025-05-22
C31929,TRAI,2026-02-06
C31935,TRAI,2026-01-01
C31946,Customer Request,2025-04-14
C31971,TRAI,2025-07-16
C31975,TRAI,2025-11-10
C31990,TRAI,2026-03-07
C31995,TRAI,2025-04-25
C32001,TRAI,2025-10-08
C32007,TRAI,2025-07-24
C32017,TRAI,2025-05-16
C32028,TRAI,2026-01-19
C32050,TRAI,2025-07-03
C32056,TRAI,2026-02-10
C32063,TRAI,2025-08-08
C32082,Internal,2025-04-01
C32098,Customer Request,2025-09-29
C32101,TRAI,2025-03-29
C32110,TRAI,2025-10-01
C32120,TRAI,2026-02-19
C32124,TRAI,2025-09-24
C32133,TRAI,2026-01-12
C32140,Internal,2026-01-01
C32146,Customer Request,2025-12-18
C32152,Internal,2025-06-04
C32194,TRAI,2025-08-02
C32198,TRAI,2025-05-21
C32201,TRAI,2026-01-05
C32216,TRAI,2025-04-25
C32223,Customer Request,2025-12-24
C32233,TRAI,2025-07-08
C32261,TRAI,2026-03-11
C32276,TRAI,2025-12-13
C32282,TRAI,2025-04-15
C32312,Internal,2025-08-13
C32320,Customer Request,2025-03-25
C32345,TRAI,2025-11-29
C32365,TRAI,2025-04-21
C32374,Internal,2025-06-20
C32391,Customer Request,2025-08-16
C32400,TRAI,2025-12-15
C32408,TRAI,2025-05-13
C32418,TRAI,2025-07-02
C32458,TRAI,2025-04-27
C32485,Internal,2025-09-17
C32526,Customer Request,2026-03-12
C32529,TRAI,2025-12-06
C32530,TRAI,2025-06-16
C32538,TRAI,2025-05-02
C32550,Internal,2025-06-11
C32554,TRAI,2025-07-20
C32558,TRAI,2025-10-24
C32563,TRAI,2025-12-05
C32576,TRAI,2025-12-28
C32578,Customer Request,2025-07-03
C32579,TRAI,2025-12-23
C32605,TRAI,2026-02-15
C32607,Internal,2025-10-20
C32622,TRAI,2025-08-04
C32623,Internal,2025-09-24
C32646,Customer Request,2026-02-20
C32651,TRAI,2026-02-16
C32660,TRAI,2025-12-24
C32665,TRAI,2025-07-09
C32671,TRAI,2026-02-06
C32757,TRAI,2025-07-30
C32782,Internal,2025-08-12
C32786,TRAI,2025-04-02
C32788,Internal,2025-11-17
C32809,TRAI,2025-09-29
C32815,TRAI,2026-01-23
C32816,TRAI,2025-08-15
C32830,TRAI,2025-09-03
C32847,TRAI,2026-02-05
C32851,Customer Request,2025-05-19
C32873,Customer Request,2026-02-15
C32885,Customer Request,2025-12-30
C32887,TRAI,2025-05-06
C32890,Customer Request,2025-12-13
C32903,Customer Request,2025-09-04
C32916,TRAI,2025-07-23
C32922,TRAI,2025-04-25
C32934,Internal,2025-10-27
